attendance,away_final_score,away_team,date,elapsed_time,g_id,home_final_score,home_team,start_time,umpire_1B,umpire_2B,umpire_3B,umpire_HP,venue_name,weather,wind,delay
16745,1,mia,2017-09-13,145,201702177,8,phi,7:06 PM,Nick Mahrley,Manny Gonzalez,Fieldin Culbreth,CB Bucknor,Citizens Bank Park,"73 degrees, cloudy","3 mph, Out to CF",0
13159,3,nya,2017-09-13,220,201702178,2,tba,1:11 PM,John Tumpane,Lance Barksdale,Ted Barrett,Angel Hernandez,Citi Field,"81 degrees, sunny","8 mph, In from LF",0
36008,5,nyn,2017-09-13,222,201702179,17,chn,7:07 PM,Bill Miller,Ryan Additon,Todd Tichenor,Kerwin Danley,Wrigley Field,"68 degrees, overcast","1 mph, In from RF",0
36366,7,oak,2017-09-13,187,201702180,3,bos,7:10 PM,Andy Fletcher,Alan Porter,Joe West,Hunter Wendelstedt,Fenway Park,"68 degrees, partly cloudy","5 mph, Out to LF",19
27436,2,pit,2017-09-13,206,201702181,8,mil,7:10 PM,Jordan Baker,Chris Guccione,Bruce Dreckman,Bill Welke,Miller Park,"70 degrees, clear","5 mph, In from RF",0
20018,1,sdn,2017-09-13,219,201702182,3,min,7:10 PM,Doug Eddings,Ben May,Lance Barrett,Jim Reynolds,Target Field,"83 degrees, partly cloudy","7 mph, In from CF",0
23083,8,sea,2017-09-13,188,201702183,1,tex,7:08 PM,Stu Scheurwater,Laz Diaz,Jeff Nelson,Vic Carapazza,Globe Life Park in Arlington,"88 degrees, partly cloudy","4 mph, L to R",0
25192,2,atl,2017-09-14,160,201702184,5,was,7:35 PM,Shane Livensparger,Jerry Layne,Dan Bellino,Mike Estabrook,Nationals Park,"76 degrees, cloudy","2 mph, Out to RF",30
37128,5,bal,2017-09-14,194,201702185,13,nya,7:12 PM,Paul Emmel,Scott Barry,Quinn Wolcott,Brian O'Nora,Yankee Stadium,"78 degrees, cloudy","6 mph, R to L",0
26743,17,cha,2017-09-14,222,201702186,7,det,1:10 PM,Chris Segal,Brian Gorman,Dan Iassogna,Tripp Gibson III,Comerica Park,"71 degrees, partly cloudy","3 mph, R to L",0
40230,2,cin,2017-09-14,170,201702187,5,sln,12:46 PM,Gabe Morales,Gary Cederstrom,Sean Barber,Adrian Johnson,Busch Stadium,"84 degrees, sunny","3 mph, Out to LF",0
20317,0,col,2017-09-14,173,201702188,7,ari,12:40 PM,Tom Hallion,Mark Ripperger,Rob Drake,Phil Cuzzi,Chase Field,"76 degrees, roof closed","0 mph, None",0
35715,5,hou,2017-09-14,200,201702189,2,ana,7:09 PM,Tony Randazzo,Gerry Davis,Cory Blaser,Pat Hoberg,Angel Stadium of Anaheim,"71 degrees, cloudy","8 mph, Out to CF",0
30874,2,kca,2017-09-14,201,201702190,3,cle,7:10 PM,Lance Barksdale,Ted Barrett,Angel Hernandez,John Tumpane,Progressive Field,"71 degrees, clear","4 mph, Out to CF",0
16302,0,mia,2017-09-14,186,201702191,10,phi,7:08 PM,Manny Gonzalez,Fieldin Culbreth,CB Bucknor,Nick Mahrley,Citizens Bank Park,"79 degrees, cloudy","10 mph, Out to CF",0
37867,6,nyn,2017-09-14,186,201702192,14,chn,7:06 PM,Ryan Additon,Todd Tichenor,Kerwin Danley,Bill Miller,Wrigley Field,"75 degrees, clear","7 mph, R to L",0
35470,2,oak,2017-09-14,199,201702193,6,bos,1:36 PM,Alan Porter,Joe West,Hunter Wendelstedt,Andy Fletcher,Fenway Park,"81 degrees, partly cloudy","17 mph, Out to CF",0
21931,10,sea,2017-09-14,201,201702194,4,tex,7:08 PM,Laz Diaz,Jeff Nelson,Vic Carapazza,Stu Scheurwater,Globe Life Park in Arlington,"95 degrees, clear","12 mph, In from CF",0
22664,2,tor,2017-09-14,209,201702195,3,min,7:11 PM,Ryan Blakney,Jerry Meals,Ron Kulpa,Chris Conroy,Target Field,"85 degrees, clear","9 mph, R to L",0
39810,3,ari,2017-09-15,146,201702196,2,sfn,7:15 PM,Ben May,Pat Hoberg,Jim Reynolds,Doug Eddings,AT&T Park,"64 degrees, clear","12 mph, Out to CF",0
40460,2,bal,2017-09-15,158,201702197,8,nya,7:11 PM,Scott Barry,Quinn Wolcott,Brian O'Nora,Paul Emmel,Yankee Stadium,"78 degrees, partly cloudy","7 mph, R to L",0
16006,13,bos,2017-09-15,365,201702198,6,tba,7:10 PM,Jeff Nelson,Vic Carapazza,Stu Scheurwater,Laz Diaz,Tropicana Field,"72 degrees, dome","0 mph, None",0
25298,2,cha,2017-09-15,198,201702199,3,det,7:10 PM,Brian Gorman,Dan Iassogna,Tripp Gibson III,Chris Segal,Comerica Park,"76 degrees, clear","7 mph, R to L",0
34025,4,kca,2017-09-15,191,201702200,3,cle,7:10 PM,Ted Barrett,Angel Hernandez,John Tumpane,Lance Barksdale,Progressive Field,"72 degrees, clear","6 mph, In from CF",0
37508,7,lan,2017-09-15,189,201702201,0,was,7:06 PM,Gary Cederstrom,Hunter Wendelstedt,Adrian Johnson,Gabe Morales,Nationals Park,"80 degrees, cloudy","6 mph, Out to LF",0
19369,10,mil,2017-09-15,203,201702202,2,mia,7:11 PM,Todd Tichenor,Kerwin Danley,Bill Miller,Ryan Additon,Miller Park,"75 degrees, clear","5 mph, In from CF",0
29402,2,nyn,2017-09-15,185,201702203,3,atl,7:36 PM,Fieldin Culbreth,CB Bucknor,Nick Mahrley,Manny Gonzalez,SunTrust Park,"77 degrees, partly cloudy","2 mph, L to R",0
24061,4,oak,2017-09-15,163,201702204,0,phi,7:08 PM,Jerry Layne,Dan Bellino,Mike Estabrook,Shane Livensparger,Citizens Bank Park,"81 degrees, partly cloudy","6 mph, Out to CF",0
17625,2,pit,2017-09-15,194,201702205,4,cin,7:10 PM,Joe West,Tom Woodring,Andy Fletcher,Alan Porter,Great American Ball Park,"78 degrees, partly cloudy","3 mph, Varies",0
39243,1,sdn,2017-09-15,170,201702206,6,col,6:40 PM,Gerry Davis,Cory Blaser,Roberto Ortiz,Tony Randazzo,Coors Field,"79 degrees, partly cloudy","6 mph, In from LF",0
28328,2,sea,2017-09-15,192,201702207,5,hou,7:10 PM,Mark Ripperger,Rob Drake,Phil Cuzzi,Tom Hallion,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
38464,2,sln,2017-09-15,187,201702208,8,chn,1:21 PM,Carlos Torres,Bruce Dreckman,Bill Welke,Jordan Baker,Wrigley Field,"83 degrees, sunny","11 mph, R to L",0
41409,6,tex,2017-09-15,200,201702209,7,ana,7:09 PM,Sam Holbrook,D.J. Reyburn,Greg Gibson,Ramon De Jesus,Angel Stadium of Anaheim,"71 degrees, cloudy","7 mph, Out to CF",0
27902,4,tor,2017-09-15,177,201702210,3,min,7:10 PM,Jerry Meals,Ron Kulpa,Chris Conroy,Ryan Blakney,Target Field,"82 degrees, partly cloudy","14 mph, In from LF",0
37846,2,ari,2017-09-16,152,201702211,0,sfn,6:05 PM,Pat Hoberg,Jim Reynolds,Doug Eddings,Ben May,AT&T Park,"66 degrees, cloudy","12 mph, Out to CF",0
40114,3,bal,2017-09-16,217,201702212,9,nya,4:10 PM,Quinn Wolcott,Brian O'Nora,Paul Emmel,Scott Barry,Yankee Stadium,"81 degrees, sunny","9 mph, In from RF",0
14942,3,bos,2017-09-16,164,201702213,1,tba,6:11 PM,Vic Carapazza,Stu Scheurwater,Laz Diaz,Jeff Nelson,Tropicana Field,"72 degrees, dome","0 mph, None",0
29846,10,cha,2017-09-16,205,201702214,4,det,6:10 PM,Dan Iassogna,Tripp Gibson III,Chris Segal,Brian Gorman,Comerica Park,"80 degrees, clear","7 mph, In from CF",0
33688,4,kca,2017-09-16,164,201702215,8,cle,4:10 PM,Angel Hernandez,John Tumpane,Lance Barksdale,Ted Barrett,Progressive Field,"75 degrees, partly cloudy","7 mph, In from RF",0
39387,3,lan,2017-09-16,166,201702216,2,was,1:07 PM,Hunter Wendelstedt,Adrian Johnson,Gabe Morales,Gary Cederstrom,Nationals Park,"82 degrees, partly cloudy","2 mph, R to L",0
25079,4,mil,2017-09-16,183,201702217,7,mia,6:10 PM,Kerwin Danley,Bill Miller,Ryan Additon,Todd Tichenor,Miller Park,"81 degrees, clear","8 mph, In from RF",0
37846,7,nyn,2017-09-16,165,201702218,3,atl,7:12 PM,CB Bucknor,Nick Mahrley,Manny Gonzalez,Fieldin Culbreth,SunTrust Park,"77 degrees, partly cloudy","1 mph, Out to LF",0
24290,3,oak,2017-09-16,176,201702219,5,phi,7:07 PM,Dan Bellino,Mike Estabrook,Shane Livensparger,Jerry Layne,Citizens Bank Park,"79 degrees, partly cloudy","8 mph, R to L",106
25685,1,pit,2017-09-16,143,201702220,2,cin,4:11 PM,Tom Woodring,Andy Fletcher,Alan Porter,Joe West,Great American Ball Park,"84 degrees, partly cloudy","3 mph, Out to LF",0
48247,0,sdn,2017-09-16,193,201702221,16,col,6:11 PM,Cory Blaser,Roberto Ortiz,Tony Randazzo,Gerry Davis,Coors Field,"68 degrees, partly cloudy","4 mph, R to L",0
33650,6,sea,2017-09-16,201,201702222,8,hou,12:06 PM,Rob Drake,Phil Cuzzi,Tom Hallion,Mark Ripperger,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
40959,1,sln,2017-09-16,169,201702223,4,chn,3:05 PM,Bruce Dreckman,Bill Welke,Jordan Baker,Carlos Torres,Wrigley Field,"85 degrees, sunny","11 mph, R to L",0
40719,0,tex,2017-09-16,165,201702224,2,ana,6:07 PM,D.J. Reyburn,Greg Gibson,Ramon De Jesus,Sam Holbrook,Angel Stadium of Anaheim,"74 degrees, partly cloudy","3 mph, Out to CF",0
29917,7,tor,2017-09-16,170,201702225,2,min,6:11 PM,Ron Kulpa,Chris Conroy,Ryan Blakney,Jerry Meals,Target Field,"69 degrees, overcast","8 mph, Out to LF",0
38476,2,ari,2017-09-17,175,201702226,7,sfn,1:08 PM,Jim Reynolds,Doug Eddings,Ben May,Pat Hoberg,AT&T Park,"67 degrees, sunny","9 mph, Out to CF",0
38189,6,bal,2017-09-17,195,201702227,4,nya,1:09 PM,Brian O'Nora,Paul Emmel,Scott Barry,Quinn Wolcott,Yankee Stadium,"75 degrees, cloudy","5 mph, In from LF",0
14936,2,bos,2017-09-17,157,201702228,3,tba,1:10 PM,Stu Scheurwater,Laz Diaz,Jeff Nelson,Vic Carapazza,Tropicana Field,"72 degrees, dome","0 mph, None",0
25663,0,cha,2017-09-17,165,201702229,12,det,1:10 PM,Tripp Gibson III,Chris Segal,Brian Gorman,Dan Iassogna,Comerica Park,"79 degrees, sunny","7 mph, R to L",0
32313,2,kca,2017-09-17,179,201702230,3,cle,1:11 PM,John Tumpane,Lance Barksdale,Ted Barrett,Angel Hernandez,Progressive Field,"76 degrees, sunny","6 mph, L to R",0
29155,1,lan,2017-09-17,202,201702231,7,was,8:09 PM,Adrian Johnson,Gabe Morales,Gary Cederstrom,Hunter Wendelstedt,Nationals Park,"78 degrees, clear","4 mph, In from RF",0
24535,10,mil,2017-09-17,191,201702232,3,mia,1:11 PM,Bill Miller,Ryan Additon,Todd Tichenor,Kerwin Danley,Miller Park,"79 degrees, cloudy","12 mph, R to L",0
32785,5,nyn,2017-09-17,179,201702233,1,atl,1:37 PM,Nick Mahrley,Manny Gonzalez,Fieldin Culbreth,CB Bucknor,SunTrust Park,"83 degrees, partly cloudy","5 mph, L to R",0
28054,6,oak,2017-09-17,189,201702234,3,phi,1:40 PM,Mike Estabrook,Shane Livensparger,Jerry Layne,Dan Bellino,Citizens Bank Park,"77 degrees, cloudy","5 mph, R to L",0
22228,2,pit,2017-09-17,159,201702235,5,cin,1:10 PM,Andy Fletcher,Alan Porter,Joe West,Tom Woodring,Great American Ball Park,"82 degrees, partly cloudy","3 mph, Varies",0
34634,4,sdn,2017-09-17,180,201702236,3,col,1:12 PM,Roberto Ortiz,Tony Randazzo,Gerry Davis,Cory Blaser,Coors Field,"68 degrees, partly cloudy","4 mph, R to L",83
30247,1,sea,2017-09-17,170,201702237,7,hou,1:10 PM,Phil Cuzzi,Tom Hallion,Mark Ripperger,Rob Drake,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
37242,3,sln,2017-09-17,224,201702238,4,chn,1:23 PM,Bill Welke,Jordan Baker,Carlos Torres,Bruce Dreckman,Wrigley Field,"83 degrees, cloudy","5 mph, In from RF",0
36709,4,tex,2017-09-17,202,201702239,2,ana,12:38 PM,Greg Gibson,Ramon De Jesus,Sam Holbrook,D.J. Reyburn,Angel Stadium of Anaheim,"73 degrees, cloudy","6 mph, Out to CF",0
27572,7,tor,2017-09-17,197,201702240,13,min,1:12 PM,Chris Conroy,Ryan Blakney,Jerry Meals,Ron Kulpa,Target Field,"62 degrees, sunny","9 mph, Out to CF",0
20199,2,ari,2017-09-18,182,201702241,4,sdn,7:11 PM,Ramon De Jesus,Sam Holbrook,Quinn Wolcott,Greg Gibson,Petco Park,"70 degrees, partly cloudy","8 mph, L to R",0
16716,10,bos,2017-09-18,264,201702242,8,bal,7:07 PM,Mike Muchlinski,Todd Tichenor,Mike Winters,Marty Foster,Oriole Park at Camden Yards,"75 degrees, overcast","5 mph, In from CF",0
16690,3,lan,2017-09-18,160,201702243,4,phi,7:07 PM,Paul Emmel,Chad Whitson,Scott Barry,Brian O'Nora,Citizens Bank Park,"75 degrees, partly cloudy","10 mph, R to L",0
16283,3,mil,2017-09-18,172,201702244,0,pit,7:07 PM,Tony Randazzo,Gerry Davis,Rob Drake,Roberto Ortiz,PNC Park,"80 degrees, cloudy","3 mph, In from LF",0
30425,1,min,2017-09-18,196,201702245,2,nya,7:09 PM,Gabe Morales,Gary Cederstrom,Chad Fairchild,Eric Cooper,Yankee Stadium,"72 degrees, cloudy","8 mph, In from LF",0
16385,1,nyn,2017-09-18,202,201702246,13,mia,7:11 PM,Stu Scheurwater,David Rackley,Alfonso Marquez,Larry Vanover,Marlins Park,"82 degrees, roof closed","0 mph, None",0
23895,8,oak,2017-09-18,219,201702247,3,det,7:10 PM,Ryan Blakney,Jerry Meals,Ron Kulpa,Chris Conroy,Comerica Park,"68 degrees, overcast","10 mph, L to R",0
20101,2,ari,2017-09-19,165,201702248,6,sdn,7:10 PM,Sam Holbrook,Quinn Wolcott,Greg Gibson,Ramon De Jesus,Petco Park,"70 degrees, overcast","10 mph, L to R",0
21449,1,bos,2017-09-19,207,201702249,0,bal,7:08 PM,Todd Tichenor,Mike Winters,Marty Foster,Mike Muchlinski,Oriole Park at Camden Yards,"80 degrees, partly cloudy","6 mph, L to R",0
23293,1,cha,2017-09-19,167,201702250,3,hou,7:11 PM,Jordan Baker,Sean Barber,Bruce Dreckman,Mike Everitt,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
25046,2,chn,2017-09-19,165,201702251,1,tba,7:10 PM,Manny Gonzalez,Fieldin Culbreth,CB Bucknor,Mark Carlson,Tropicana Field,"72 degrees, dome","0 mph, None",0
36171,6,cle,2017-09-19,200,201702252,3,ana,7:09 PM,Tom Hallion,Mark Ripperger,Vic Carapazza,Phil Cuzzi,Angel Stadium of Anaheim,"72 degrees, clear","7 mph, Out to CF",0
40686,3,col,2017-09-19,177,201702253,4,sfn,7:15 PM,Dana DeMuth,Paul Nauert,Carlos Torres,Chris Guccione,AT&T Park,"67 degrees, clear","15 mph, Out to CF",0
33554,2,kca,2017-09-19,147,201702254,5,tor,7:08 PM,Mark Wegner,Ben May,Pat Hoberg,Joe West,Rogers Centre,"71 degrees, clear","8 mph, R to L",0
20145,2,lan,2017-09-19,203,201702255,6,phi,7:34 PM,Chad Whitson,Scott Barry,Brian O'Nora,Paul Emmel,Citizens Bank Park,"71 degrees, cloudy","10 mph, In from CF",29
13929,1,mil,2017-09-19,184,201702256,0,pit,7:07 PM,Gerry Davis,Rob Drake,Roberto Ortiz,Tony Randazzo,PNC Park,"79 degrees, clear","4 mph, In from LF",0
30218,2,min,2017-09-19,210,201702257,5,nya,8:10 PM,Gary Cederstrom,Chad Fairchild,Eric Cooper,Gabe Morales,Yankee Stadium,"67 degrees, overcast","15 mph, L to R",65
16405,4,nyn,2017-09-19,202,201702258,5,mia,7:12 PM,David Rackley,Alfonso Marquez,Larry Vanover,Stu Scheurwater,Marlins Park,"79 degrees, roof closed","0 mph, None",0
23460,9,oak,2017-09-19,238,201702259,8,det,7:25 PM,Jerry Meals,Ron Kulpa,Chris Conroy,Ryan Blakney,Comerica Park,"70 degrees, overcast","5 mph, L to R",15
17165,8,sln,2017-09-19,203,201702260,7,cin,7:11 PM,Chris Segal,Brian Gorman,Dan Iassogna,Tripp Gibson III,Great American Ball Park,"76 degrees, cloudy","1 mph, Varies",0
17251,3,tex,2017-09-19,174,201702261,1,sea,7:10 PM,Jeff Kellogg,Will Little,Tim Timmons,James Hoye,Safeco Field,"56 degrees, roof closed","1 mph, Out to RF",0
26709,4,was,2017-09-19,181,201702262,2,atl,7:37 PM,Adam Hamari,Nic Lentz,Kerwin Danley,Bill Miller,SunTrust Park,"80 degrees, cloudy","3 mph, Out to CF",0
25797,13,ari,2017-09-20,227,201702263,7,sdn,6:10 PM,Quinn Wolcott,Greg Gibson,Ramon De Jesus,Sam Holbrook,Petco Park,"70 degrees, clear","7 mph, Varies",0
16906,9,bos,2017-09-20,191,201702264,0,bal,7:08 PM,Mike Winters,Marty Foster,Mike Muchlinski,Todd Tichenor,Oriole Park at Camden Yards,"85 degrees, clear","5 mph, In from LF",0
24995,3,cha,2017-09-20,188,201702265,4,hou,7:10 PM,Sean Barber,Bruce Dreckman,Mike Everitt,Jordan Baker,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
24238,1,chn,2017-09-20,184,201702266,8,tba,7:10 PM,Fieldin Culbreth,CB Bucknor,Mark Carlson,Manny Gonzalez,Tropicana Field,"72 degrees, dome","0 mph, None",0
38424,6,cle,2017-09-20,220,201702267,5,ana,7:08 PM,Mark Ripperger,Vic Carapazza,Phil Cuzzi,Tom Hallion,Angel Stadium of Anaheim,"71 degrees, partly cloudy","7 mph, Out to CF",0
39775,0,col,2017-09-20,172,201702268,4,sfn,12:46 PM,Tom Woodring,Carlos Torres,Chris Guccione,Dana DeMuth,AT&T Park,"70 degrees, cloudy","14 mph, Out to CF",0
33050,15,kca,2017-09-20,181,201702269,5,tor,7:07 PM,Ben May,Pat Hoberg,Joe West,Mark Wegner,Rogers Centre,"71 degrees, partly cloudy","5 mph, R to L",0
20175,5,lan,2017-09-20,198,201702270,7,phi,7:08 PM,Scott Barry,Brian O'Nora,Paul Emmel,Chad Whitson,Citizens Bank Park,"81 degrees, partly cloudy","13 mph, In from CF",0
15741,4,mil,2017-09-20,213,201702271,6,pit,7:06 PM,Rob Drake,Roberto Ortiz,Tony Randazzo,Gerry Davis,PNC Park,"80 degrees, cloudy","4 mph, In from LF",0
30099,3,min,2017-09-20,200,201702272,11,nya,1:10 PM,Chad Fairchild,Eric Cooper,Gabe Morales,Gary Cederstrom,Yankee Stadium,"78 degrees, cloudy","14 mph, L to R",0
16033,2,nyn,2017-09-20,162,201702273,9,mia,1:12 PM,Alfonso Marquez,Larry Vanover,Stu Scheurwater,David Rackley,Marlins Park,"78 degrees, roof closed","0 mph, None",0
26913,3,oak,2017-09-20,187,201702274,2,det,1:10 PM,Ron Kulpa,Chris Conroy,Ryan Blakney,Jerry Meals,Comerica Park,"76 degrees, partly cloudy","7 mph, R to L",0
12903,9,sln,2017-09-20,167,201702275,2,cin,7:10 PM,Brian Gorman,Dan Iassogna,Tripp Gibson III,Chris Segal,Great American Ball Park,"85 degrees, partly cloudy","5 mph, R to L",0
15962,8,tex,2017-09-20,207,201702276,6,sea,7:10 PM,Will Little,Tim Timmons,James Hoye,Jeff Kellogg,Safeco Field,"57 degrees, roof closed","0 mph, None",0
25054,7,was,2017-09-20,171,201702277,3,atl,7:36 PM,Nic Lentz,Kerwin Danley,Bill Miller,Adam Hamari,SunTrust Park,"81 degrees, partly cloudy","6 mph, R to L",0
24283,3,cha,2017-09-21,197,201702278,1,hou,7:12 PM,Bruce Dreckman,Mike Everitt,Jordan Baker,Sean Barber,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
35114,5,chn,2017-09-21,237,201702279,3,mil,7:11 PM,Carlos Torres,Chris Guccione,Dana DeMuth,Paul Nauert,Miller Park,"77 degrees, cloudy","5 mph, In from CF",0
29863,4,cle,2017-09-21,181,201702280,1,ana,1:08 PM,Vic Carapazza,Phil Cuzzi,Tom Hallion,Mark Ripperger,Angel Stadium of Anaheim,"71 degrees, partly cloudy","10 mph, Out to CF",0
30944,0,col,2017-09-21,166,201702281,3,sdn,7:10 PM,Chris Conroy,Ryan Blakney,Jerry Meals,Ron Kulpa,Petco Park,"68 degrees, clear","10 mph, L to R",0
35861,1,kca,2017-09-21,159,201702282,0,tor,7:07 PM,Pat Hoberg,Joe West,Mark Wegner,Ben May,Rogers Centre,"74 degrees, clear","7 mph, R to L",0
18735,5,lan,2017-09-21,219,201702283,4,phi,1:07 PM,Brian O'Nora,Paul Emmel,Chad Whitson,Scott Barry,Citizens Bank Park,"85 degrees, sunny","10 mph, In from CF",0
25437,12,min,2017-09-21,214,201702284,1,det,7:10 PM,Roberto Ortiz,Tony Randazzo,Gerry Davis,Rob Drake,Comerica Park,"85 degrees, clear","8 mph, R to L",0
14903,8,sln,2017-09-21,192,201702285,5,cin,7:10 PM,Dan Iassogna,Tripp Gibson III,Chris Segal,Brian Gorman,Great American Ball Park,"85 degrees, partly cloudy","0 mph, None",0
14967,1,tba,2017-09-21,148,201702286,3,bal,7:09 PM,Eric Cooper,Gabe Morales,Gary Cederstrom,Chad Fairchild,Oriole Park at Camden Yards,"86 degrees, partly cloudy","2 mph, Out to RF",0
14849,4,tex,2017-09-21,165,201702287,2,sea,7:10 PM,Tim Timmons,James Hoye,Jeff Kellogg,Will Little,Safeco Field,"62 degrees, partly cloudy","2 mph, In from CF",0
32702,2,was,2017-09-21,138,201702288,3,atl,7:37 PM,Kerwin Danley,Bill Miller,Adam Hamari,Nic Lentz,SunTrust Park,"80 degrees, partly cloudy","6 mph, Out to CF",0
34127,0,ana,2017-09-22,180,201702289,3,hou,7:11 PM,Tripp Gibson III,Will Little,Brian Gorman,Dan Iassogna,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
23463,5,bos,2017-09-22,165,201702290,4,cin,7:10 PM,Joe West,Mark Wegner,Ben May,Pat Hoberg,Great American Ball Park,"88 degrees, partly cloudy","8 mph, R to L",0
40116,5,chn,2017-09-22,243,201702291,4,mil,6:38 PM,Chris Guccione,Dana DeMuth,Paul Nauert,Carlos Torres,Miller Park,"85 degrees, clear","11 mph, R to L",0
27462,1,cle,2017-09-22,143,201702292,3,sea,7:12 PM,Greg Gibson,Jim Wolf,Sam Holbrook,Quinn Wolcott,Safeco Field,"65 degrees, partly cloudy","4 mph, L to R",0
25273,4,col,2017-09-22,171,201702293,1,sdn,7:11 PM,Ryan Blakney,Jerry Meals,Ron Kulpa,Chris Conroy,Petco Park,"71 degrees, clear","11 mph, Out to RF",0
18041,6,kca,2017-09-22,203,201702294,7,cha,7:11 PM,Paul Emmel,Chad Whitson,Scott Barry,Brian O'Nora,Guaranteed Rate Field,"85 degrees, clear","7 mph, L to R",0
34588,11,mia,2017-09-22,234,201702295,13,ari,6:40 PM,Tom Woodring,Jeff Kellogg,James Hoye,Tim Timmons,Chase Field,"76 degrees, roof closed","0 mph, None",0
25390,7,min,2017-09-22,172,201702296,3,det,7:10 PM,Tony Randazzo,Gerry Davis,Rob Drake,Roberto Ortiz,Comerica Park,"86 degrees, clear","5 mph, L to R",0
42153,1,nya,2017-09-22,152,201702297,8,tor,7:07 PM,CB Bucknor,Mark Carlson,Nic Lentz,Fieldin Culbreth,Rogers Centre,"74 degrees, clear","3 mph, Out to LF",0
33702,2,phi,2017-09-22,176,201702298,7,atl,7:37 PM,Larry Vanover,Stu Scheurwater,David Rackley,Alfonso Marquez,SunTrust Park,"76 degrees, partly cloudy","5 mph, L to R",0
51159,2,sfn,2017-09-22,175,201702299,4,lan,7:11 PM,Mike Everitt,Jordan Baker,Sean Barber,Bruce Dreckman,Dodger Stadium,"65 degrees, clear","6 mph, Out to RF",0
23942,4,sln,2017-09-22,196,201702300,3,pit,7:07 PM,Bill Miller,Adam Hamari,Todd Tichenor,Kerwin Danley,PNC Park,"83 degrees, partly cloudy","3 mph, Out to CF",0
28835,8,tba,2017-09-22,187,201702301,3,bal,7:08 PM,Gabe Morales,Gary Cederstrom,Chad Fairchild,Eric Cooper,Oriole Park at Camden Yards,"80 degrees, overcast","1 mph, L to R",0
13848,1,tex,2017-09-22,157,201702302,4,oak,7:07 PM,Phil Cuzzi,Tom Hallion,Mark Ripperger,Vic Carapazza,Oakland Coliseum,"63 degrees, clear","11 mph, Out to RF",0
28095,6,was,2017-09-22,182,201702303,7,nyn,7:11 PM,Marty Foster,Chris Segal,Mike Muchlinski,Mike Winters,Citi Field,"78 degrees, clear","13 mph, In from LF",0
34035,2,ana,2017-09-23,158,201702304,6,hou,12:07 PM,Will Little,Brian Gorman,Dan Iassogna,Tripp Gibson III,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
36076,5,bos,2017-09-23,171,201702305,0,cin,4:10 PM,Mark Wegner,Ben May,Pat Hoberg,Joe West,Great American Ball Park,"92 degrees, sunny","5 mph, L to R",0
44067,3,chn,2017-09-23,197,201702306,4,mil,12:06 PM,Dana DeMuth,Paul Nauert,Carlos Torres,Chris Guccione,Miller Park,"88 degrees, sunny","6 mph, R to L",0
31565,11,cle,2017-09-23,212,201702307,4,sea,1:10 PM,Jim Wolf,Sam Holbrook,Quinn Wolcott,Greg Gibson,Safeco Field,"62 degrees, partly cloudy","1 mph, Varies",0
33899,0,col,2017-09-23,191,201702308,5,sdn,5:40 PM,Jerry Meals,Ron Kulpa,Chris Conroy,Ryan Blakney,Petco Park,"71 degrees, clear","10 mph, L to R",0
20306,8,kca,2017-09-23,182,201702309,2,cha,6:11 PM,Chad Whitson,Scott Barry,Brian O'Nora,Paul Emmel,Guaranteed Rate Field,"91 degrees, clear","13 mph, In from LF",0
39259,12,mia,2017-09-23,231,201702310,6,ari,5:10 PM,Jeff Kellogg,James Hoye,Tim Timmons,Tom Woodring,Chase Field,"75 degrees, roof closed","0 mph, None",0
26800,10,min,2017-09-23,192,201702311,4,det,6:10 PM,Gerry Davis,Rob Drake,Roberto Ortiz,Tony Randazzo,Comerica Park,"89 degrees, clear","5 mph, L to R",0
46949,5,nya,2017-09-23,174,201702312,1,tor,4:08 PM,Mark Carlson,Nic Lentz,Fieldin Culbreth,CB Bucknor,Rogers Centre,"81 degrees, sunny","5 mph, Out to CF",0
39809,2,phi,2017-09-23,170,201702313,4,atl,7:12 PM,Stu Scheurwater,David Rackley,Alfonso Marquez,Larry Vanover,SunTrust Park,"78 degrees, clear","5 mph, L to R",0
51093,2,sfn,2017-09-23,173,201702314,1,lan,6:10 PM,Jordan Baker,Sean Barber,Bruce Dreckman,Mike Everitt,Dodger Stadium,"69 degrees, partly cloudy","6 mph, Out to CF",0
29672,6,sln,2017-09-23,200,201702315,11,pit,7:08 PM,Adam Hamari,Todd Tichenor,Kerwin Danley,Bill Miller,PNC Park,"84 degrees, clear","6 mph, L to R",0
42802,9,tba,2017-09-23,214,201702316,6,bal,7:09 PM,Gary Cederstrom,Chad Fairchild,Eric Cooper,Gabe Morales,Oriole Park at Camden Yards,"87 degrees, clear","2 mph, L to R",0
38034,0,tex,2017-09-23,158,201702317,1,oak,6:08 PM,Tom Hallion,Mark Ripperger,Vic Carapazza,Phil Cuzzi,Oakland Coliseum,"73 degrees, clear","15 mph, Out to RF",0
